gene_name,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pvals_adj_weighted,logfoldchanges_abs,significance,rank
EHD1,7.865190983,1.225774407,0,0,0.7674418605,0,1.225774407,Upregulated,15.41900533
RGS10,-7.870458603,-1.79464674,0,0,0.1860465116,0,1.79464674,Downregulated,22.60491571
PFKFB3,7.870985508,1.089966893,0,0,0.8870431894,0,1.089966893,Upregulated,13.72927055
GNG5,-7.882838249,-1.127651691,0,0,0.6843853821,0,1.127651691,Downregulated,14.24865401
F3,7.893110275,2.856652021,0,0,0.5182724252,0,2.856652021,Upregulated,36.18902422
GCLC,-7.896271229,-2.162225246,0,0,0.2225913621,0,2.162225246,Downregulated,27.41223022
GCLM,-7.899958611,-1.994870543,0,0,0.2358803987,0,1.994870543,Downregulated,25.31305687
PGD,-7.916815758,-1.075663328,0,0,0.7109634551,0,1.075663328,Downregulated,13.71073051
PLIN3,-7.932092667,-1.478158951,0,0,0.3289036545,0,1.478158951,Downregulated,18.91765635
TNFRSF4,-7.933672905,-3.792928457,0,0,0.0365448505,0,3.792928457,Downregulated,48.55734599
C17orf96,-7.93419981,-3.811852932,0,0,0.04318936877,0,3.811852932,Downregulated,48.80061332
SGK1,-7.937360764,-1.477508545,0,0,0.4817275748,0,1.477508545,Downregulated,18.92955431
PREX1,7.948159695,1.102216244,0,0,0.8305647841,0,1.102216244,Upregulated,14.15778332
DDIT4,7.959222317,2.456219673,0,0,0.5581395349,0,2.456219673,Upregulated,31.64107154
SLC11A2,7.961065769,1.209250689,0,0,0.7740863787,0,1.209250689,Upregulated,15.58346167
TFRC,-7.993199825,-2.016144276,0,0,0.3089700997,0,2.016144276,Downregulated,26.20639768
SDC2,-8.010583878,-1.615736723,0,0,0.4418604651,0,1.615736723,Downregulated,21.09824781
SLC38A6,-8.013744354,-1.922188163,0,0,0.2558139535,0,1.922188163,Downregulated,25.11819877
CD109,-8.015324593,-1.853332281,0,0,0.3687707641,0,1.853332281,Downregulated,24.22573005
APOBR,-8.024806976,-2.1534307,0,0,0.1096345515,0,2.1534307,Downregulated,28.21709583
CTSB,-8.025597572,-1.04951179,0,0,0.7973421927,0,1.04951179,Downregulated,13.75328849
PLEKHO1,-8.026914597,-1.3561517,0,0,0.5348837209,0,1.3561517,Downregulated,17.77570703
SPINT1,-8.029548645,-4.612248898,0,0,0.01661129568,0,4.612248898,Downregulated,60.49018321
